Name,User,Startdate,Enddate,trap_type,trap_code,trap_status,PBS_code,PBS_type,number_containers,Field_visit_completed,remarks,contact_person_name,contact_person_email,contact_person_tel,contact_remarks,PoE_name,PoE_code,PoE_type,PoE_street,PoE_municipality,PoE_website,PoE_remarks
M17E4L002SEP19,Isra Deblauwe,19-09-2017 11:22:48,19-09-2017 11:22:52,Larval sampling,,,e4l002,Plastic container,2,Yes,"at bio farm, 1 yellow, 1 white",,,,,,E4,,,,,
M17HAO275SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 09:30:15,Oviposition trap,O275,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17EBO086AUG30,Isra Deblauwe,30-08-2017 02:00:00,,Oviposition trap,O086,OK,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17E9O074OKT13,Isra Deblauwe,13-10-2017 02:00:00,10-11-2017 11:31:19,Oviposition trap,O074,OK,,,,Yes,stop sampling,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17VPO235OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 14:12:45,Oviposition trap,O235,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17MMO222AUG24,Isra Deblauwe,24-08-2017 02:00:00,,Oviposition trap,O222,OK,,,,No,niet uitgevoerd. Nog geen toelating,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17E4L005SEP19,Isra Deblauwe,19-09-2017 11:52:28,19-09-2017 11:52:32,Larval sampling,,,e4l005,Plastic container,3,Yes,small black and big white containers,,,,,,E4,,,,,
M17EBO081AUG30,Isra Deblauwe,30-08-2017 02:00:00,27-09-2017 10:28:56,Oviposition trap,O081,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17HAO276AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 13:08:49,Oviposition trap,O276,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17EBL008OKT11,Isra Deblauwe,11-10-2017 02:00:00,26-10-2017 11:12:28,Larval sampling,,,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17EBO090AUG30,Isra Deblauwe,30-08-2017 02:00:00,27-09-2017 10:51:32,Oviposition trap,O090,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17BAM029AUG18,Isra Deblauwe,18-08-2017 02:00:00,31-08-2017 14:09:11,Mosquito Magnet trap,M029,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17MMO226AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 14:07:01,Oviposition trap,O226,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17E2L010OKT23,Isra Deblauwe,23-10-2017 02:00:00,,Larval sampling,,,,,,No,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17ETM039SEP08,Isra Deblauwe,08-09-2017 02:00:00,22-09-2017 09:40:05,Mosquito Magnet trap,M039,Stopped working,,,,Yes,stoped working - red led flashing - 22/09 - change tank + battery + octenol - wait 10 min - led green =ok,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17ACO055AUG31,Isra Deblauwe,31-08-2017 02:00:00,28-09-2017 12:27:19,Oviposition trap,O055,OK,,,,Yes,,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17MCO048AUG17,Isra Deblauwe,17-08-2017 02:00:00,31-08-2017 14:06:02,Oviposition trap,O048,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17EBL004SEP13,Isra Deblauwe,13-09-2017 02:00:00,13-09-2017 11:02:43,Larval sampling,,,ebl004,Gutter,1,Yes,outside,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17ETO249OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 09:52:50,Oviposition trap,O249,Polystyrene gone,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17RAO141OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 09:55:58,Oviposition trap,O141,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17HAO263OKT30,Isra Deblauwe,30-10-2017 01:00:00,27-11-2017 07:51:37,Oviposition trap,O263,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MBO186SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 12:03:12,Oviposition trap,O186,OK,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17SPO311OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 09:13:37,Oviposition trap,O311,Polystyrene gone,,,,Yes,polystyrene found on 27/11,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17MBO181AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 12:00:02,Oviposition trap,O181,Polystyrene gone,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17PZM036NOV08,Isra Deblauwe,08-11-2017 01:00:00,22-11-2017 07:25:37,Mosquito Magnet trap,M036,Stopped working,,,,Yes,"red led flashing, tank no empty, removal of trap ",Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17ROO157OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 08:45:01,Oviposition trap,O157,Polystyrene gone,,,,Yes,,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17HAO262OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 10:34:29,Oviposition trap,O262,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ALL003OKT20,Isra Deblauwe,20-10-2017 02:00:00,20-10-2017 11:17:22,Larval sampling,,,ALL003,Plastic container,7,Yes,"green, grey, white containers",William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17PAL003OKT10,Isra Deblauwe,10-10-2017 02:00:00,10-10-2017 10:00:07,Larval sampling,,,PAL003,Drainage,5,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17HAL001SEP04,Isra Deblauwe,04-09-2017 02:00:00,04-09-2017 10:18:11,Larval sampling,,,hal001,Metal container,2,Yes,"1 container empty, drinking troughs",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17AZL010OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17AZM031OKT10,Isra Deblauwe,10-10-2017 02:00:00,24-10-2017 11:08:51,Mosquito Magnet trap,M031,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17E3O130SEP25,Isra Deblauwe,25-09-2017 02:00:00,23-10-2017 12:41:33,Oviposition trap,O130,Polystyrene next to trap,,,,Yes,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17MMO199SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 09:46:42,Oviposition trap,O199,Polystyrene next to trap,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17ACO057OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 11:33:13,Oviposition trap,O057,OK,,,,Yes,,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17RAO137SEP19,Isra Deblauwe,19-09-2017 02:00:00,17-10-2017 14:20:51,Oviposition trap,O137,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17E4L004OKT17,Isra Deblauwe,17-10-2017 02:00:00,,Larval sampling,,,,,,No,,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17AZO038AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 07:36:41,Oviposition trap,O057,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17ACO051SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 11:12:41,Oviposition trap,O051,OK,,,,Yes,if empty - no more water - change place,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17E3O126SEP25,Isra Deblauwe,25-09-2017 02:00:00,,Oviposition trap,O126,OK,,,,No,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17RAO138OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 10:31:15,Oviposition trap,O138,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MCO047OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 10:20:13,Oviposition trap,O047,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17MCO041OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 10:19:43,Oviposition trap,O041,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17PAM030SEP12,Isra Deblauwe,12-09-2017 02:00:00,26-09-2017 12:02:27,Mosquito Magnet trap,M030,Stopped working,,,,Yes,stoped working - red led flashing - 26/09 - change tank +octenol + battery - wait 10min - green led =ok ,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17ROO161AUG22,Isra Deblauwe,22-08-2017 02:00:00,20-09-2017 12:03:20,Oviposition trap,O161,OK,,,,Yes,,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17HAL031OKT16,Isra Deblauwe,16-10-2017 02:00:00,16-10-2017 17:30:30,Larval sampling,,,hal031,Tyre,8,Yes,"zone 4 no larvae, (old hal006)",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17BAL002SEP15,Isra Deblauwe,15-09-2017 02:00:00,15-09-2017 10:45:02,Larval sampling,,,bal002,Drainage,4,Yes,green drainage,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17EBL002OKT11,Isra Deblauwe,11-10-2017 02:00:00,11-10-2017 09:00:14,Larval sampling,,,l002,Plastic container,6,Yes,no larvae,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17VPO233OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 14:19:02,Oviposition trap,O233,Polystyrene gone,,,,Yes,"tyre gone, new tyre taken",Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17E2O111SEP25,Isra Deblauwe,25-09-2017 02:00:00,23-10-2017 14:38:25,Oviposition trap,O111,Polystyrene gone,,,,Yes,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17SPL001OKT16,Isra Deblauwe,16-10-2017 02:00:00,16-10-2017 17:18:44,Larval sampling,,,,Tyre,73,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17ABM034SEP26,Isra Deblauwe,26-09-2017 02:00:00,10-10-2017 09:57:41,Mosquito Magnet trap,M034,Stopped working,,,,Yes,red led flashing,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17RAO145SEP20,Isra Deblauwe,20-09-2017 15:02:30,17-10-2017 12:39:54,Oviposition trap,O145,Polystyrene gone,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MMO223AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 14:22:41,Oviposition trap,O223,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17AZO031OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 06:23:38,Oviposition trap,O031,OK,,,,Yes,New trap placed ,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17E4O180OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 11:19:49,Oviposition trap,O180,OK,,,,Yes,new trap placed see foto ,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17RAO136SEP20,Isra Deblauwe,20-09-2017 17:00:11,17-10-2017 14:28:19,Oviposition trap,O136,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MML018SEP05,Isra Deblauwe,05-09-2017 15:13:19,05-09-2017 15:13:23,,,,,,,,,,,,,,,,,,,
M17HAL009SEP04,Isra Deblauwe,04-09-2017 02:00:00,04-09-2017 12:55:29,Larval sampling,,,hal009,Tyre,6,Yes,tyres at farm,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17EBO087OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 10:14:03,Oviposition trap,O087,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17HAO282AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 16:10:33,Oviposition trap,O282,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17HAO269OKT30,Isra Deblauwe,30-10-2017 01:00:00,27-11-2017 07:49:32,Oviposition trap,O269,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17RAL006SEP19,Isra Deblauwe,19-09-2017 02:00:00,,Larval sampling,,,,,,No,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17PZO099SEP27,Isra Deblauwe,27-09-2017 02:00:00,25-10-2017 07:37:58,Oviposition trap,O099,Stopped working,,,,Yes,trap gone new trap placed same place ,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17SPO315SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 12:14:04,Oviposition trap,O315,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17HAO276OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 11:36:08,Oviposition trap,O276,Polystyrene next to trap,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17BAL009SEP15,Isra Deblauwe,15-09-2017 02:00:00,,Larval sampling,,,,,,No,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17SPO320OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 09:25:44,Oviposition trap,O320,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17MCO048OKT12,Isra Deblauwe,12-10-2017 15:07:45,26-10-2017 08:44:55,Oviposition trap,O048,OK,,,,Yes,new trap placed,,,,,,MC,,,,,
M17HAO299SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 15:31:58,Oviposition trap,O299,OK,,,,Yes,two dead mice,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E7O104AUG30,Isra Deblauwe,30-08-2017 02:00:00,13-09-2017 13:25:13,Oviposition trap,O104,Polystyrene gone,,,,Yes,chickens disturbed trap?,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17HAO262AUG21,Isra Deblauwe,21-08-2017 02:00:00,,Oviposition trap,O262,OK,,,,No,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17AZM031SEP26,Isra Deblauwe,26-09-2017 02:00:00,10-10-2017 11:48:09,Mosquito Magnet trap,M031,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
