species;decimallatitude;decimallongitude;eventdate;day;month;year
Culiseta annulata;5.069.278;404.224;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.095.798;451.963;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.209.358;526.037;2007-09-17T02:00Z;17;9;2007
Culex pipiens;49.723.289;573.625;2007-08-13T02:00Z;13;8;2007
Culiseta annulata;49.641.682;559.316;2007-08-06T02:00Z;6;8;2007
Culiseta annulata;50.095.798;451.963;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.305.519;427.614;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.697.941;56.698;2007-08-21T02:00Z;21;8;2007
Culex pipiens;50.095.798;451.963;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.404.228;503.279;2007-08-29T02:00Z;29;8;2007
Culex pipiens;49.857.182;545.027;2007-01-01T01:00Z;1;1;2007
Culex torrentium;49.852.001;492.052;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.952.309;51.935;2007-09-10T02:00Z;10;9;2007
Culex pipiens;5.018.996;428.271;2007-01-01T01:00Z;1;1;2007
Culex pipiens;5.025.565;526.384;2007-09-11T02:00Z;11;9;2007
Culex pipiens;49.884.918;510.768;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.331.982;429.279;2007-09-25T02:00Z;25;9;2007
Culex pipiens;50.259.041;51.763;2007-08-28T02:00Z;28;8;2007
Anopheles plumbeus;50.053.848;516.297;2007-08-27T02:00Z;27;8;2007
Anopheles plumbeus;50.295.238;533.941;2007-09-11T02:00Z;11;9;2007
Culex pipiens;49.697.941;56.698;2007-08-21T02:00Z;21;8;2007
Anopheles plumbeus;5.069.278;404.224;2007-01-01T01:00Z;1;1;2007
Culex pipiens;4.990.617;526.927;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.552.422;580.508;2007-08-06T02:00Z;6;8;2007
Culex torrentium;5.025.565;526.384;2007-09-11T02:00Z;11;9;2007
Anopheles plumbeus;5.025.565;526.384;2007-09-11T02:00Z;11;9;2007
Culex pipiens;4.968.737;560.942;2007-08-07T02:00Z;7;8;2007
Culex pipiens;5.023.737;517.609;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.953.869;504.797;2007-08-21T02:00Z;21;8;2007
Anopheles claviger;5.069.278;404.224;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.401.428;405.671;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.641.682;540.616;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.401.428;405.671;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.679.409;561.585;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.295.238;533.941;2007-09-11T02:00Z;11;9;2007
Culex pipiens;5.069.278;404.224;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.857.182;545.027;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.552.422;580.508;2007-08-06T02:00Z;6;8;2007
Culex pipiens;5.001.321;564.607;2007-08-28T02:00Z;28;8;2007
Culex torrentium;50.193.439;447.679;2007-09-03T02:00Z;3;9;2007
Aedes geniculatus;4.990.617;526.927;2007-01-01T01:00Z;1;1;2007
Aedes geniculatus;49.898.319;54.187;2007-01-01T01:00Z;1;1;2007
Culex torrentium;5.002.034;426.266;2007-01-01T01:00Z;1;1;2007
Culex torrentium;49.898.319;54.187;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.852.001;492.052;2007-01-01T01:00Z;1;1;2007
Aedes punctor;49.552.422;580.508;2007-08-06T02:00Z;6;8;2007
Culex pipiens;50.184.811;462.819;2007-09-04T02:00Z;4;9;2007
Anopheles plumbeus;49.679.409;561.585;2007-08-20T02:00Z;20;8;2007
Culex torrentium;49.641.682;540.616;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.090.939;56.683;2007-08-28T02:00Z;28;8;2007
Aedes geniculatus;50.019.901;439.729;2007-06-04T02:00Z;4;6;2007
Culex pipiens;49.679.409;561.585;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.142.841;563.801;2007-01-01T01:00Z;1;1;2007
Culex pipiens;4.993.335;512.153;2007-08-21T02:00Z;21;8;2007
Culex torrentium;49.552.422;580.508;2007-08-06T02:00Z;6;8;2007
Culiseta annulata;49.898.319;54.187;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.207.851;424.627;2007-09-19T02:00Z;19;9;2007
Aedes punctor;49.973.148;487.209;2007-06-18T02:00Z;18;6;2007
Culex pipiens;5.002.034;426.266;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.596.001;498.758;2007-08-09T02:00Z;9;8;2007
Anopheles claviger;49.552.422;580.508;2007-08-06T02:00Z;6;8;2007
Anopheles plumbeus;50.238.419;599.102;2007-06-26T02:00Z;26;6;2007
Culex pipiens;50.374.691;512.748;2007-08-28T02:00Z;28;8;2007
Culex pipiens;50.060.982;519.112;2007-08-27T02:00Z;27;8;2007
Culex pipiens;50.377.949;416.214;2007-01-01T01:00Z;1;1;2007
Culex pipiens;5.020.723;519.731;2007-06-04T02:00Z;4;6;2007
Culex pipiens;50.155.899;441.301;2007-06-12T02:00Z;12;6;2007
Anopheles claviger;;;2007-06-25T02:00Z;25;6;2007
Aedes punctor;50.019.901;439.729;2007-06-04T02:00Z;4;6;2007
Culex pipiens;50.193.439;447.679;2007-09-03T02:00Z;3;9;2007
Culex pipiens;49.898.319;54.187;2007-01-01T01:00Z;1;1;2007
Anopheles plumbeus;49.898.319;54.187;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.561.932;498.058;2007-01-01T01:00Z;1;1;2007
Culex pipiens;5.053.159;487.515;2007-01-01T01:00Z;1;1;2007
Aedes punctor;;;2007-06-18T02:00Z;18;6;2007
Culex pipiens;50.249.161;529.664;2007-06-04T02:00Z;4;6;2007
Culex pipiens;50.331.982;429.279;2007-09-25T02:00Z;25;9;2007
Culex pipiens;50.007.912;580.656;2007-01-01T01:00Z;1;1;2007
Culex pipiens;49.983.452;581.186;2007-06-19T02:00Z;19;6;2007
Culex pipiens;50.547.031;397.518;2007-05-28T02:00Z;28;5;2007
Aedes cantans;50.319.031;469.901;2007-05-27T02:00Z;27;5;2007
Aedes punctor;50.080.379;543.425;2007-06-26T02:00Z;26;6;2007
Culex torrentium;5.020.723;519.731;2007-06-04T02:00Z;4;6;2007
Culex pipiens;49.973.148;487.209;2007-06-18T02:00Z;18;6;2007
Aedes geniculatus;50.238.419;599.102;2007-06-26T02:00Z;26;6;2007
Aedes geniculatus;;;2007-06-18T02:00Z;18;6;2007
Anopheles plumbeus;50.019.901;439.729;2007-06-04T02:00Z;4;6;2007
Culex pipiens;50.460.258;375.011;2007-06-24T02:00Z;24;6;2007
Aedes sticticus;50.962.921;361.982;2007-08-20T02:00Z;20;8;2007
Culex pipiens;5.053.159;487.515;2007-01-01T01:00Z;1;1;2007
Culex pipiens;5.018.821;596.267;2007-01-01T01:00Z;1;1;2007
Anopheles claviger;5.053.159;487.515;2007-01-01T01:00Z;1;1;2007
Aedes rusticus;;;2007-05-08T02:00Z;8;5;2007
Aedes punctor;49.973.148;487.209;2007-06-18T02:00Z;18;6;2007
Anopheles claviger;;;2007-05-08T02:00Z;8;5;2007
Culex pipiens;5.044.075;371.111;2007-05-28T02:00Z;28;5;2007
Culex pipiens;49.915.249;491.674;2007-06-25T02:00Z;25;6;2007
Culex torrentium;50.962.921;361.982;2007-08-20T02:00Z;20;8;2007
Anopheles plumbeus;50.331.982;429.279;2007-09-25T02:00Z;25;9;2007
Culex pipiens;49.898.319;54.187;2007-01-01T01:00Z;1;1;2007
Culex pipiens;5.009.161;449.128;2007-07-01T02:00Z;1;7;2007
Aedes rusticus;50.319.031;469.901;2007-05-27T02:00Z;27;5;2007
Aedes cantans;;;2007-05-13T02:00Z;13;5;2007
Culex pipiens;5.054.401;376.956;2007-06-24T02:00Z;24;6;2007
Anopheles claviger;51.049.912;289.304;2007-05-20T02:00Z;20;5;2007
Culex torrentium;;;2007-06-11T02:00Z;11;6;2007
Culex pipiens;50.938.229;489.712;2007-06-12T02:00Z;12;6;2007
Culex pipiens;50.188.419;592.203;2007-01-01T01:00Z;1;1;2007
Culex pipiens;50.363.869;383.796;2007-06-24T02:00Z;24;6;2007
Culex pipiens;5.044.075;371.111;2007-05-28T02:00Z;28;5;2007
Anopheles claviger;5.009.161;449.128;2007-07-01T02:00Z;1;7;2007
Culex pipiens;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Culex pipiens;50.530.972;364.584;2007-08-06T02:00Z;6;8;2007
Aedes punctor;50.319.031;469.901;2007-05-27T02:00Z;27;5;2007
Culex pipiens;4.984.417;52.572;2007-05-15T02:00Z;15;5;2007
Aedes cantans;50.586.651;463.476;2007-07-31T02:00Z;31;7;2007
Culex pipiens;50.563.499;40.171;2007-06-04T02:00Z;4;6;2007
Culex pipiens;5.014.566;579.495;2007-01-01T01:00Z;1;1;2007
Aedes caspius;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Culex pipiens;5.040.778;468.303;2007-01-01T01:00Z;1;1;2007
Aedes rusticus;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Culex pipiens;50.171.421;550.116;2007-06-11T02:00Z;11;6;2007
Anopheles claviger;50.938.229;489.712;2007-06-12T02:00Z;12;6;2007
Culex pipiens;50.428.051;481.224;2007-05-13T02:00Z;13;5;2007
Culiseta annulata;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Coquillettidia richiardii;50.938.229;489.712;2007-06-12T02:00Z;12;6;2007
Aedes cantans;50.475.151;368.917;2007-08-06T02:00Z;6;8;2007
Culex pipiens;50.586.651;463.476;2007-07-31T02:00Z;31;7;2007
Culex torrentium;50.987.129;343.631;2007-09-16T02:00Z;16;9;2007
Culex pipiens;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Coquillettidia richiardii;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Aedes rusticus;50.938.229;489.712;2007-06-12T02:00Z;12;6;2007
Culex pipiens;5.060.173;421.757;2007-08-07T02:00Z;7;8;2007
Anopheles plumbeus;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Culex torrentium;5.075.782;455.093;2007-09-25T02:00Z;25;9;2007
Culiseta annulata;;;2007-08-07T02:00Z;7;8;2007
Anopheles claviger;51.226.212;298.186;2007-08-26T02:00Z;26;8;2007
Culex pipiens;50.794.312;501.669;2007-09-18T02:00Z;18;9;2007
Culex pipiens;50.962.921;361.982;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.938.229;489.712;2007-06-12T02:00Z;12;6;2007
Culex pipiens;5.075.782;455.093;2007-09-25T02:00Z;25;9;2007
Anopheles plumbeus;50.151.829;456.259;2007-06-12T02:00Z;12;6;2007
Culex pipiens;51.049.912;289.304;2007-05-20T02:00Z;20;5;2007
Culiseta annulata;50.962.921;361.982;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.872.841;410.026;2007-09-24T02:00Z;24;9;2007
Culex pipiens;50.586.651;463.476;2007-07-31T02:00Z;31;7;2007
Culiseta annulata;50.530.972;364.584;2007-08-06T02:00Z;6;8;2007
Culex pipiens;50.963.009;498.223;2007-06-19T02:00Z;19;6;2007
Culex pipiens;;;2007-08-07T02:00Z;7;8;2007
Culex pipiens;50.872.841;410.026;2007-09-24T02:00Z;24;9;2007
Culex pipiens;50.963.009;498.223;2007-06-19T02:00Z;19;6;2007
Anopheles claviger;5.124.929;375.788;2007-09-03T02:00Z;3;9;2007
Culex pipiens;50.987.129;343.631;2007-09-16T02:00Z;16;9;2007
Culex torrentium;;;2007-08-07T02:00Z;7;8;2007
Culex pipiens;51.136.688;487.342;2007-05-11T02:00Z;11;5;2007
Culex pipiens;50.940.651;399.107;2007-09-17T02:00Z;17;9;2007
Culex pipiens;50.945.759;375.566;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.475.151;368.917;2007-08-06T02:00Z;6;8;2007
Culex pipiens;50.475.151;368.917;2007-08-06T02:00Z;6;8;2007
Anopheles claviger;51.104.881;288.284;2007-08-19T02:00Z;19;8;2007
Culex pipiens;50.991.001;435.581;2007-08-28T02:00Z;28;8;2007
Culex pipiens;50.987.129;343.631;2007-09-16T02:00Z;16;9;2007
Culiseta annulata;50.940.651;399.107;2007-09-17T02:00Z;17;9;2007
Culex pipiens;5.112.664;334.593;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.826.881;302.068;2007-06-24T02:00Z;24;6;2007
Anopheles claviger;50.962.921;361.982;2007-08-20T02:00Z;20;8;2007
Culex pipiens;51.271.969;326.107;2007-09-02T02:00Z;2;9;2007
Culex pipiens;5.075.782;455.093;2007-09-25T02:00Z;25;9;2007
Culex pipiens;51.109.039;297.658;2007-08-26T02:00Z;26;8;2007
Culex pipiens;50.945.759;375.566;2007-08-20T02:00Z;20;8;2007
Culex pipiens;51.109.039;297.658;2007-08-26T02:00Z;26;8;2007
Culex pipiens;50.530.972;364.584;2007-08-06T02:00Z;6;8;2007
Culiseta annulata;50.987.129;343.631;2007-09-16T02:00Z;16;9;2007
Culex pipiens;51.104.881;288.284;2007-08-19T02:00Z;19;8;2007
Culex pipiens;51.105.679;389.067;2007-09-24T02:00Z;24;9;2007
Culex pipiens;51.104.881;288.284;2007-08-19T02:00Z;19;8;2007
Culex pipiens;51.105.679;389.067;2007-09-24T02:00Z;24;9;2007
Culiseta annulata;51.104.881;288.284;2007-08-19T02:00Z;19;8;2007
Culex pipiens;51.271.969;326.107;2007-09-02T02:00Z;2;9;2007
Anopheles claviger;51.105.679;389.067;2007-09-24T02:00Z;24;9;2007
Anopheles claviger;5.112.664;334.593;2007-09-09T02:00Z;9;9;2007
Culex pipiens;51.151.051;282.524;2007-08-19T02:00Z;19;8;2007
Culex pipiens;51.312.191;31.732;2007-09-02T02:00Z;2;9;2007
Culex pipiens;5.124.929;375.788;2007-09-03T02:00Z;3;9;2007
Culex pipiens;;;2007-08-07T02:00Z;7;8;2007
Culiseta annulata;5.112.664;334.593;2007-09-09T02:00Z;9;9;2007
Culex pipiens;51.149.269;41.383;2007-09-10T02:00Z;10;9;2007
Culiseta annulata;51.105.679;389.067;2007-09-24T02:00Z;24;9;2007
Culiseta annulata;50.475.151;368.917;2007-08-06T02:00Z;6;8;2007
Culex pipiens;507.463;432.319;2007-08-14T02:00Z;14;8;2007
Culex pipiens;50.826.881;302.068;2007-06-24T02:00Z;24;6;2007
Culex pipiens;50.741.501;332.816;2007-07-22T02:00Z;22;7;2007
Culex pipiens;5.112.664;334.593;2007-09-09T02:00Z;9;9;2007
Culex pipiens;5.120.332;33.578;2007-09-09T02:00Z;9;9;2007
Anopheles claviger;51.271.969;326.107;2007-09-02T02:00Z;2;9;2007
Culex pipiens;50.794.312;501.669;2007-09-18T02:00Z;18;9;2007
Culiseta annulata;5.120.332;33.578;2007-09-09T02:00Z;9;9;2007
Culiseta annulata;50.908.199;311.435;2007-08-05T02:00Z;5;8;2007
Culex pipiens;5.086.264;305.993;2007-06-24T02:00Z;24;6;2007
Culiseta annulata;5.120.332;33.578;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.856.461;436.458;2007-08-21T02:00Z;21;8;2007
Culiseta annulata;51.289.749;313.806;2007-09-19T02:00Z;19;9;2007
Culex pipiens;5.120.332;33.578;2007-09-09T02:00Z;9;9;2007
Culex pipiens;50.966.961;437.615;2007-08-28T02:00Z;28;8;2007
Culex torrentium;50.741.501;332.816;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.908.199;311.435;2007-08-05T02:00Z;5;8;2007
Culex pipiens;50.998.039;480.215;2007-09-04T02:00Z;4;9;2007
Culex pipiens;50.957.611;433.757;2007-08-28T02:00Z;28;8;2007
Culex pipiens;5.086.264;305.993;2007-06-24T02:00Z;24;6;2007
Culex pipiens;5.124.929;375.788;2007-09-03T02:00Z;3;9;2007
Culex pipiens;50.940.369;492.992;2007-09-11T02:00Z;11;9;2007
Culex torrentium;51.125.919;53.603;2007-09-03T02:00Z;3;9;2007
Culex pipiens;51.151.051;282.524;2007-08-19T02:00Z;19;8;2007
Culex pipiens;5.126.799;484.713;2007-08-04T02:00Z;4;8;2007
Anopheles claviger;50.908.199;311.435;2007-08-05T02:00Z;5;8;2007
Anopheles claviger;51.149.269;41.383;2007-09-10T02:00Z;10;9;2007
Aedes punctor;51.278.099;312.744;2007-09-19T02:00Z;19;9;2007
Culiseta annulata;51.151.051;282.524;2007-08-19T02:00Z;19;8;2007
Culex pipiens;51.278.099;312.744;2007-09-19T02:00Z;19;9;2007
Culex pipiens;50.908.199;311.435;2007-08-05T02:00Z;5;8;2007
Anopheles claviger;51.154.789;272.965;2007-09-20T02:00Z;20;9;2007
Culex pipiens;51.203.972;509.483;2007-09-04T02:00Z;4;9;2007
Culex pipiens;5.089.851;317.104;2007-09-23T02:00Z;23;9;2007
Culex pipiens;51.149.269;41.383;2007-09-10T02:00Z;10;9;2007
Anopheles claviger;51.278.099;312.744;2007-09-19T02:00Z;19;9;2007
Culex pipiens;51.154.789;272.965;2007-09-20T02:00Z;20;9;2007
Anopheles plumbeus;5.089.851;317.104;2007-09-23T02:00Z;23;9;2007
Anopheles claviger;51.151.051;282.524;2007-08-19T02:00Z;19;8;2007
Culex pipiens;;;2007-09-04T02:00Z;4;9;2007
Culiseta annulata;50.998.039;480.215;2007-09-04T02:00Z;4;9;2007
Culex pipiens;50.603.981;569.702;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.203.972;509.483;2007-09-04T02:00Z;4;9;2007
Culex pipiens;51.289.749;313.806;2007-09-19T02:00Z;19;9;2007
Culex pipiens;5.087.434;556.073;2007-08-13T02:00Z;13;8;2007
Anopheles claviger;50.603.981;569.702;2007-09-10T02:00Z;10;9;2007
Anopheles claviger;50.998.039;480.215;2007-09-04T02:00Z;4;9;2007
Culex pipiens;5.080.349;49.745;2007-09-18T02:00Z;18;9;2007
Culex pipiens;50.556.648;581.326;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.053.101;525.061;2007-09-03T02:00Z;3;9;2007
Culex pipiens;50.819.561;432.967;2007-08-21T02:00Z;21;8;2007
Culex pipiens;5.126.799;484.713;2007-08-04T02:00Z;4;8;2007
Culiseta annulata;5.085.368;485.011;2007-09-18T02:00Z;18;9;2007
Anopheles claviger;5.085.368;485.011;2007-09-18T02:00Z;18;9;2007
Anopheles plumbeus;51.289.749;313.806;2007-09-19T02:00Z;19;9;2007
Culex pipiens;5.085.368;485.011;2007-09-18T02:00Z;18;9;2007
Culex pipiens;5.118.763;394.216;2007-09-03T02:00Z;3;9;2007
Culex pipiens;50.998.039;480.215;2007-09-04T02:00Z;4;9;2007
Culex pipiens;51.126.171;5.614;2007-08-27T02:00Z;27;8;2007
Culex pipiens;51.125.919;53.603;2007-09-03T02:00Z;3;9;2007
Culex pipiens;51.182.281;495.933;2007-09-04T02:00Z;4;9;2007
Culex pipiens;5.108.913;368.712;2007-08-27T02:00Z;27;8;2007
Culex torrentium;51.126.171;5.614;2007-08-27T02:00Z;27;8;2007
Culex pipiens;51.289.749;313.806;2007-09-19T02:00Z;19;9;2007
Culex pipiens;51.182.281;495.933;2007-09-04T02:00Z;4;9;2007
Culex pipiens;5.108.913;368.712;2007-08-27T02:00Z;27;8;2007
Culex pipiens;5.085.368;485.011;2007-09-18T02:00Z;18;9;2007
Culiseta annulata;51.182.281;495.933;2007-09-04T02:00Z;4;9;2007
Culex pipiens;51.203.041;41.848;2007-09-10T02:00Z;10;9;2007
Anopheles plumbeus;51.361.626;425.157;2007-09-25T02:00Z;25;9;2007
Culiseta annulata;51.085.079;382.418;2007-08-27T02:00Z;27;8;2007
Culex torrentium;50.556.648;581.326;2007-09-10T02:00Z;10;9;2007
Culex pipiens;5.118.763;394.216;2007-09-03T02:00Z;3;9;2007
Culiseta annulata;50.819.561;432.967;2007-08-21T02:00Z;21;8;2007
Culex pipiens;50.556.648;581.326;2007-09-10T02:00Z;10;9;2007
Culex pipiens;5.080.349;49.745;2007-09-18T02:00Z;18;9;2007
Culex pipiens;50.808.571;375.279;2007-08-20T02:00Z;20;8;2007
Anopheles plumbeus;;;2007-09-18T02:00Z;18;9;2007
Culex pipiens;;;2007-09-04T02:00Z;4;9;2007
Culex torrentium;;;2007-09-18T02:00Z;18;9;2007
Anopheles plumbeus;50.556.648;581.326;2007-09-10T02:00Z;10;9;2007
Culiseta annulata;;;2007-09-18T02:00Z;18;9;2007
Anopheles plumbeus;51.126.171;5.614;2007-08-27T02:00Z;27;8;2007
Culiseta annulata;51.235.409;32.934;2007-09-02T02:00Z;2;9;2007
Anopheles claviger;;;2007-09-18T02:00Z;18;9;2007
Anopheles claviger;50.717.999;431.861;2007-08-14T02:00Z;14;8;2007
Culiseta annulata;5.108.913;368.712;2007-08-27T02:00Z;27;8;2007
Culex pipiens;51.361.626;425.157;2007-09-25T02:00Z;25;9;2007
Culex pipiens;51.085.079;382.418;2007-08-27T02:00Z;27;8;2007
Culex pipiens;50.717.999;431.861;2007-08-14T02:00Z;14;8;2007
Culex pipiens;;;2007-09-18T02:00Z;18;9;2007
Anopheles claviger;50.808.571;375.279;2007-08-20T02:00Z;20;8;2007
Culex pipiens;51.085.079;382.418;2007-08-27T02:00Z;27;8;2007
Culiseta annulata;51.171.139;416.423;2007-09-10T02:00Z;10;9;2007
Culex pipiens;50.808.571;375.279;2007-08-20T02:00Z;20;8;2007
Culex pipiens;51.235.409;32.934;2007-09-02T02:00Z;2;9;2007
Culiseta annulata;50.808.571;375.279;2007-08-20T02:00Z;20;8;2007
Anopheles claviger;508.965;396.275;2007-09-24T02:00Z;24;9;2007
Culex pipiens;51.171.139;416.423;2007-09-10T02:00Z;10;9;2007
Anopheles claviger;51.085.079;382.418;2007-08-27T02:00Z;27;8;2007
Culex pipiens;;;2007-09-18T02:00Z;18;9;2007
Culex pipiens;51.235.409;32.934;2007-09-02T02:00Z;2;9;2007
Culex pipiens;50.807.442;46.278;2007-09-25T02:00Z;25;9;2007
Culex pipiens;51.408.081;484.979;2007-08-07T02:00Z;7;8;2007
Culex pipiens;508.965;396.275;2007-09-24T02:00Z;24;9;2007
Anopheles claviger;51.203.041;41.848;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.361.626;425.157;2007-09-25T02:00Z;25;9;2007
Culex pipiens;508.965;396.275;2007-09-24T02:00Z;24;9;2007
Culex pipiens;;;2007-09-25T02:00Z;25;9;2007
Culex pipiens;51.023.842;447.986;2007-09-18T02:00Z;18;9;2007
Culiseta annulata;51.085.079;382.418;2007-08-27T02:00Z;27;8;2007
Culex pipiens;5.064.999;367.137;2007-08-13T02:00Z;13;8;2007
Culex torrentium;5.064.999;367.137;2007-08-13T02:00Z;13;8;2007
Culex pipiens;;;2007-09-04T02:00Z;4;9;2007
Culex torrentium;51.023.842;447.986;2007-09-18T02:00Z;18;9;2007
Culex pipiens;510.257;326.233;2007-09-16T02:00Z;16;9;2007
Culex pipiens;50.884.392;298.978;2007-08-05T02:00Z;5;8;2007
Culex torrentium;51.171.139;416.423;2007-09-10T02:00Z;10;9;2007
Culex pipiens;5.048.576;598.142;2007-08-19T02:00Z;19;8;2007
Culex pipiens;51.171.139;416.423;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.056.252;451.056;2007-09-11T02:00Z;11;9;2007
Anopheles claviger;51.171.139;416.423;2007-09-10T02:00Z;10;9;2007
Culex pipiens;51.203.041;41.848;2007-09-10T02:00Z;10;9;2007
Culex pipiens;50.214.142;610.976;2007-08-19T02:00Z;19;8;2007
Culex pipiens;50.902.901;565.833;2007-08-13T02:00Z;13;8;2007
Culex pipiens;50.884.392;298.978;2007-08-05T02:00Z;5;8;2007
Culex pipiens;51.056.252;451.056;2007-09-11T02:00Z;11;9;2007
Culex pipiens;51.023.842;447.986;2007-09-18T02:00Z;18;9;2007
Culiseta annulata;51.056.252;451.056;2007-09-11T02:00Z;11;9;2007
Culex pipiens;5.125.164;439.648;2007-09-25T02:00Z;25;9;2007
Culex pipiens;50.902.901;565.833;2007-08-13T02:00Z;13;8;2007
Culex pipiens;50.568.661;331.129;2007-07-23T02:00Z;23;7;2007
Culiseta annulata;51.052.662;562.866;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.589.279;514.548;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.807.442;46.278;2007-09-25T02:00Z;25;9;2007
Culex torrentium;50.593.601;62.425;2007-09-09T02:00Z;9;9;2007
Culiseta annulata;50.589.279;514.548;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.589.279;514.548;2007-07-30T02:00Z;30;7;2007
Anopheles plumbeus;50.906.879;556.684;2007-08-13T02:00Z;13;8;2007
Coquillettidia richiardii;51.052.662;562.866;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.593.601;62.425;2007-09-09T02:00Z;9;9;2007
Culex pipiens;5.070.089;52.442;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.906.879;556.684;2007-08-13T02:00Z;13;8;2007
Culex pipiens;50.641.579;477.858;2007-07-24T02:00Z;24;7;2007
Culex pipiens;50.852.261;489.958;2007-06-12T02:00Z;12;6;2007
Culex torrentium;50.214.142;610.976;2007-08-19T02:00Z;19;8;2007
Culex pipiens;5.070.089;52.442;2007-07-30T02:00Z;30;7;2007
Culex pipiens;51.408.081;484.979;2007-08-07T02:00Z;7;8;2007
Culex pipiens;51.052.662;562.866;2007-08-20T02:00Z;20;8;2007
Culex pipiens;50.614.449;329.048;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.593.601;62.425;2007-09-09T02:00Z;9;9;2007
Aedes geniculatus;50.214.142;610.976;2007-08-19T02:00Z;19;8;2007
Culex pipiens;50.666.969;47.055;2007-07-31T02:00Z;31;7;2007
Culex pipiens;5.078.125;315.852;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.568.661;331.129;2007-07-23T02:00Z;23;7;2007
Anopheles claviger;5.078.125;315.852;2007-07-22T02:00Z;22;7;2007
Culex pipiens;5.078.125;315.852;2007-07-22T02:00Z;22;7;2007
Culiseta annulata;5.081.094;302.922;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.430.752;630.555;2007-08-26T02:00Z;26;8;2007
Culex pipiens;50.906.879;556.684;2007-08-13T02:00Z;13;8;2007
Anopheles claviger;5.081.094;302.922;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.606.331;332.516;2007-07-30T02:00Z;30;7;2007
Culex pipiens;5.081.094;302.922;2007-07-22T02:00Z;22;7;2007
Culex pipiens;5.056.028;34.645;2007-07-23T02:00Z;23;7;2007
Anopheles plumbeus;;;2007-05-08T02:00Z;8;5;2007
Culiseta annulata;;;2007-07-24T02:00Z;24;7;2007
Culex pipiens;51.384.941;463.093;2007-07-31T02:00Z;31;7;2007
Culex pipiens;51.183.029;450.743;2007-09-11T02:00Z;11;9;2007
Culex pipiens;5.081.094;302.922;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.641.579;477.858;2007-07-24T02:00Z;24;7;2007
Culex pipiens;50.806.789;408.225;2007-05-08T02:00Z;8;5;2007
Culiseta annulata;50.641.579;477.858;2007-07-24T02:00Z;24;7;2007
Culex pipiens;50.614.449;329.048;2007-07-30T02:00Z;30;7;2007
Anopheles plumbeus;51.183.029;450.743;2007-09-11T02:00Z;11;9;2007
Culex pipiens;50.606.331;332.516;2007-07-30T02:00Z;30;7;2007
Culiseta annulata;51.344.261;496.155;2007-08-14T02:00Z;14;8;2007
Culex pipiens;50.666.969;47.055;2007-07-31T02:00Z;31;7;2007
Culex pipiens;50.415.298;60.989;2007-08-26T02:00Z;26;8;2007
Culex pipiens;;;2007-08-27T02:00Z;27;8;2007
